t,X_0.0,X_0.1,X_0.2,X_0.3,X_0.4,X_0.5,X_0.6,X_0.7,X_0.8,X_0.9,X_1.0,X_1.1,X_1.2,X_1.3,X_1.4,X_1.5,X_1.6,X_1.7,X_1.8,X_1.9,X_2.0
126600,0.187715,0.187581,0.187177,0.186501,0.185549,0.184312,0.182783,0.180948,0.178792,0.176293,0.173425,0.170150,0.166421,0.162172,0.157306,0.151681,0.145070,0.137069,0.126838,0.111996,0.056805
126660,0.187668,0.187533,0.187130,0.186454,0.185502,0.184266,0.182738,0.180904,0.178749,0.176251,0.173384,0.170110,0.166383,0.162135,0.157271,0.151649,0.145040,0.137041,0.126814,0.111976,0.056798
126720,0.187620,0.187486,0.187083,0.186408,0.185456,0.184221,0.182693,0.180860,0.178705,0.176208,0.173342,0.170070,0.166345,0.162098,0.157236,0.151616,0.145009,0.137014,0.126790,0.111957,0.056791
126780,0.187573,0.187439,0.187036,0.186361,0.185410,0.184175,0.182648,0.180815,0.178662,0.176166,0.173301,0.170030,0.166306,0.162061,0.157201,0.151583,0.144979,0.136986,0.126766,0.111938,0.056784
126840,0.187526,0.187392,0.186989,0.186314,0.185363,0.184129,0.182602,0.180771,0.178618,0.176124,0.173260,0.169991,0.166268,0.162025,0.157166,0.151550,0.144949,0.136959,0.126742,0.111918,0.056778
126900,0.187479,0.187345,0.186942,0.186268,0.185317,0.184083,0.182557,0.180727,0.178575,0.176081,0.173219,0.169951,0.166229,0.161988,0.157131,0.151518,0.144919,0.136931,0.126718,0.111899,0.056771
126960,0.187432,0.187298,0.186895,0.186221,0.185271,0.184038,0.182512,0.180682,0.178532,0.176039,0.173178,0.169911,0.166191,0.161951,0.157097,0.151485,0.144888,0.136904,0.126694,0.111880,0.056764
127020,0.187385,0.187251,0.186848,0.186175,0.185225,0.183992,0.182467,0.180638,0.178488,0.175997,0.173136,0.169871,0.166153,0.161915,0.157062,0.151452,0.144858,0.136876,0.126670,0.111860,0.056757
127080,0.187338,0.187204,0.186802,0.186128,0.185179,0.183947,0.182423,0.180594,0.178445,0.175955,0.173095,0.169831,0.166115,0.161878,0.157027,0.151420,0.144828,0.136849,0.126646,0.111841,0.056750
127140,0.187291,0.187157,0.186755,0.186082,0.185133,0.183901,0.182378,0.180550,0.178402,0.175912,0.173054,0.169792,0.166076,0.161842,0.156993,0.151387,0.144798,0.136822,0.126622,0.111822,0.056743
127200,0.187244,0.187110,0.186708,0.186035,0.185087,0.183856,0.182333,0.180506,0.178359,0.175870,0.173013,0.169752,0.166038,0.161805,0.156958,0.151355,0.144768,0.136794,0.126598,0.111803,0.056737
127260,0.187197,0.187063,0.186661,0.185989,0.185041,0.183810,0.182288,0.180462,0.178316,0.175828,0.172973,0.169713,0.166000,0.161769,0.156923,0.151322,0.144738,0.136767,0.126574,0.111784,0.056730
127320,0.187150,0.187017,0.186615,0.185943,0.184995,0.183765,0.182243,0.180418,0.178273,0.175786,0.172932,0.169673,0.165962,0.161732,0.156889,0.151290,0.144708,0.136740,0.126550,0.111764,0.056723
127380,0.187103,0.186970,0.186568,0.185896,0.184949,0.183720,0.182199,0.180374,0.178230,0.175744,0.172891,0.169634,0.165924,0.161696,0.156854,0.151257,0.144677,0.136713,0.126526,0.111745,0.056716
127440,0.187057,0.186923,0.186522,0.185850,0.184903,0.183674,0.182154,0.180330,0.178187,0.175702,0.172850,0.169594,0.165886,0.161660,0.156820,0.151225,0.144647,0.136685,0.126503,0.111726,0.056710
127500,0.187010,0.186877,0.186475,0.185804,0.184857,0.183629,0.182110,0.180286,0.178144,0.175660,0.172809,0.169555,0.165848,0.161623,0.156785,0.151193,0.144618,0.136658,0.126479,0.111707,0.056703
127560,0.186963,0.186830,0.186429,0.185758,0.184812,0.183584,0.182065,0.180243,0.178101,0.175619,0.172769,0.169515,0.165810,0.161587,0.156751,0.151160,0.144588,0.136631,0.126455,0.111688,0.056696
127620,0.186917,0.186783,0.186383,0.185712,0.184766,0.183539,0.182020,0.180199,0.178058,0.175577,0.172728,0.169476,0.165772,0.161551,0.156716,0.151128,0.144558,0.136604,0.126431,0.111669,0.056689
127680,0.186870,0.186737,0.186336,0.185666,0.184721,0.183494,0.181976,0.180155,0.178015,0.175535,0.172687,0.169437,0.165734,0.161514,0.156682,0.151096,0.144528,0.136577,0.126408,0.111650,0.056683
127740,0.186824,0.186691,0.186290,0.185620,0.184675,0.183449,0.181932,0.180112,0.177972,0.175493,0.172647,0.169397,0.165697,0.161478,0.156648,0.151063,0.144498,0.136550,0.126384,0.111631,0.056676
127800,0.186777,0.186644,0.186244,0.185574,0.184629,0.183404,0.181887,0.180068,0.177930,0.175451,0.172606,0.169358,0.165659,0.161442,0.156614,0.151031,0.144468,0.136523,0.126360,0.111612,0.056669
127860,0.186731,0.186598,0.186198,0.185528,0.184584,0.183359,0.181843,0.180024,0.177887,0.175410,0.172566,0.169319,0.165621,0.161406,0.156579,0.150999,0.144438,0.136496,0.126337,0.111593,0.056662
127920,0.186685,0.186552,0.186152,0.185482,0.184539,0.183314,0.181799,0.179981,0.177844,0.175368,0.172525,0.169280,0.165583,0.161370,0.156545,0.150967,0.144408,0.136469,0.126313,0.111574,0.056656
127980,0.186638,0.186505,0.186106,0.185436,0.184493,0.183269,0.181754,0.179937,0.177802,0.175327,0.172485,0.169241,0.165546,0.161334,0.156511,0.150935,0.144379,0.136442,0.126290,0.111555,0.056649
128040,0.186592,0.186459,0.186060,0.185391,0.184448,0.183224,0.181710,0.179894,0.177759,0.175285,0.172445,0.169202,0.165508,0.161298,0.156477,0.150903,0.144349,0.136415,0.126266,0.111536,0.056642
128100,0.186546,0.186413,0.186014,0.185345,0.184403,0.183179,0.181666,0.179851,0.177717,0.175244,0.172404,0.169162,0.165471,0.161262,0.156443,0.150871,0.144319,0.136388,0.126243,0.111517,0.056636
128160,0.186500,0.186367,0.185968,0.185299,0.184357,0.183135,0.181622,0.179807,0.177674,0.175202,0.172364,0.169123,0.165433,0.161226,0.156408,0.150839,0.144290,0.136361,0.126219,0.111498,0.056629
128220,0.186454,0.186321,0.185922,0.185254,0.184312,0.183090,0.181578,0.179764,0.177632,0.175161,0.172324,0.169085,0.165395,0.161190,0.156374,0.150807,0.144260,0.136334,0.126196,0.111479,0.056623
128280,0.186408,0.186275,0.185876,0.185208,0.184267,0.183045,0.181534,0.179721,0.177590,0.175119,0.172283,0.169046,0.165358,0.161154,0.156340,0.150775,0.144230,0.136307,0.126172,0.111460,0.056616
128340,0.186362,0.186229,0.185830,0.185163,0.184222,0.183001,0.181490,0.179678,0.177547,0.175078,0.172243,0.169007,0.165321,0.161119,0.156306,0.150743,0.144201,0.136280,0.126149,0.111441,0.056609
128400,0.186316,0.186183,0.185785,0.185117,0.184177,0.182956,0.181446,0.179634,0.177505,0.175037,0.172203,0.168968,0.165283,0.161083,0.156272,0.150711,0.144171,0.136254,0.126125,0.111422,0.056603
128460,0.186270,0.186137,0.185739,0.185072,0.184132,0.182912,0.181402,0.179591,0.177463,0.174996,0.172163,0.168929,0.165246,0.161047,0.156239,0.150679,0.144142,0.136227,0.126102,0.111403,0.056596
128520,0.186224,0.186091,0.185693,0.185027,0.184087,0.182867,0.181358,0.179548,0.177420,0.174954,0.172123,0.168890,0.165208,0.161011,0.156205,0.150647,0.144112,0.136200,0.126078,0.111385,0.056590
128580,0.186178,0.186046,0.185648,0.184981,0.184042,0.182823,0.181315,0.179505,0.177378,0.174913,0.172083,0.168852,0.165171,0.160976,0.156171,0.150615,0.144083,0.136173,0.126055,0.111366,0.056583
128640,0.186132,0.186000,0.185602,0.184936,0.183997,0.182779,0.181271,0.179462,0.177336,0.174872,0.172043,0.168813,0.165134,0.160940,0.156137,0.150583,0.144053,0.136147,0.126032,0.111347,0.056577
128700,0.186087,0.185954,0.185557,0.184891,0.183952,0.182734,0.181227,0.179419,0.177294,0.174831,0.172003,0.168774,0.165097,0.160904,0.156103,0.150552,0.144024,0.136120,0.126008,0.111328,0.056570
128760,0.186041,0.185909,0.185511,0.184846,0.183908,0.182690,0.181184,0.179376,0.177252,0.174790,0.171963,0.168736,0.165060,0.160869,0.156069,0.150520,0.143995,0.136093,0.125985,0.111309,0.056563
128820,0.185995,0.185863,0.185466,0.184801,0.183863,0.182646,0.181140,0.179334,0.177210,0.174749,0.171923,0.168697,0.165022,0.160833,0.156036,0.150488,0.143965,0.136067,0.125962,0.111291,0.056557
128880,0.185950,0.185818,0.185420,0.184755,0.183818,0.182602,0.181096,0.179291,0.177168,0.174708,0.171883,0.168658,0.164985,0.160798,0.156002,0.150457,0.143936,0.136040,0.125938,0.111272,0.056550
128940,0.185904,0.185772,0.185375,0.184710,0.183773,0.182557,0.181053,0.179248,0.177126,0.174667,0.171844,0.168620,0.164948,0.160762,0.155968,0.150425,0.143907,0.136014,0.125915,0.111253,0.056544
129000,0.185859,0.185727,0.185330,0.184665,0.183729,0.182513,0.181010,0.179205,0.177084,0.174626,0.171804,0.168582,0.164911,0.160727,0.155935,0.150393,0.143877,0.135987,0.125892,0.111234,0.056537
129060,0.185813,0.185681,0.185285,0.184621,0.183684,0.182469,0.180966,0.179163,0.177043,0.174586,0.171764,0.168543,0.164874,0.160692,0.155901,0.150362,0.143848,0.135961,0.125869,0.111216,0.056531
129120,0.185768,0.185636,0.185239,0.184576,0.183640,0.182425,0.180923,0.179120,0.177001,0.174545,0.171725,0.168505,0.164837,0.160656,0.155868,0.150330,0.143819,0.135934,0.125846,0.111197,0.056524
129180,0.185723,0.185591,0.185194,0.184531,0.183595,0.182381,0.180879,0.179077,0.176959,0.174504,0.171685,0.168466,0.164800,0.160621,0.155834,0.150299,0.143790,0.135908,0.125823,0.111179,0.056518
129240,0.185677,0.185545,0.185149,0.184486,0.183551,0.182337,0.180836,0.179035,0.176917,0.174463,0.171645,0.168428,0.164763,0.160586,0.155801,0.150267,0.143761,0.135881,0.125799,0.111160,0.056512
129300,0.185632,0.185500,0.185104,0.184441,0.183507,0.182294,0.180793,0.178992,0.176876,0.174423,0.171606,0.168390,0.164727,0.160550,0.155767,0.150236,0.143732,0.135855,0.125776,0.111141,0.056505
129360,0.185587,0.185455,0.185059,0.184396,0.183462,0.182250,0.180750,0.178950,0.176834,0.174382,0.171566,0.168352,0.164690,0.160515,0.155734,0.150205,0.143702,0.135828,0.125753,0.111123,0.056499
129420,0.185542,0.185410,0.185014,0.184352,0.183418,0.182206,0.180706,0.178907,0.176793,0.174341,0.171527,0.168313,0.164653,0.160480,0.155700,0.150173,0.143673,0.135802,0.125730,0.111104,0.056492
129480,0.185496,0.185365,0.184969,0.184307,0.183374,0.182162,0.180663,0.178865,0.176751,0.174301,0.171487,0.168275,0.164616,0.160445,0.155667,0.150142,0.143644,0.135776,0.125707,0.111086,0.056486
129540,0.185451,0.185320,0.184925,0.184263,0.183330,0.182118,0.180620,0.178823,0.176710,0.174260,0.171448,0.168237,0.164580,0.160410,0.155634,0.150110,0.143615,0.135749,0.125684,0.111067,0.056480
129600,0.185406,0.185275,0.184880,0.184218,0.183285,0.182075,0.180577,0.178780,0.176668,0.174220,0.171409,0.168199,0.164543,0.160375,0.155600,0.150079,0.143586,0.135723,0.125661,0.111048,0.056473
129660,0.185361,0.185230,0.184835,0.184174,0.183241,0.182031,0.180534,0.178738,0.176627,0.174179,0.171369,0.168161,0.164506,0.160340,0.155567,0.150048,0.143557,0.135697,0.125638,0.111030,0.056467
129720,0.185316,0.185185,0.184790,0.184129,0.183197,0.181988,0.180491,0.178696,0.176585,0.174139,0.171330,0.168123,0.164470,0.160305,0.155534,0.150017,0.143528,0.135670,0.125615,0.111011,0.056460
129780,0.185272,0.185140,0.184746,0.184085,0.183153,0.181944,0.180448,0.178654,0.176544,0.174099,0.171291,0.168085,0.164433,0.160270,0.155501,0.149986,0.143499,0.135644,0.125592,0.110993,0.056454
129840,0.185227,0.185095,0.184701,0.184040,0.183109,0.181901,0.180406,0.178612,0.176503,0.174058,0.171252,0.168047,0.164397,0.160235,0.155467,0.149954,0.143471,0.135618,0.125569,0.110974,0.056448
129900,0.185182,0.185051,0.184656,0.183996,0.183065,0.181857,0.180363,0.178569,0.176461,0.174018,0.171213,0.168009,0.164360,0.160200,0.155434,0.149923,0.143442,0.135592,0.125546,0.110956,0.056441
129960,0.185137,0.185006,0.184612,0.183952,0.183021,0.181814,0.180320,0.178527,0.176420,0.173978,0.171174,0.167971,0.164324,0.160165,0.155401,0.149892,0.143413,0.135566,0.125523,0.110938,0.056435
130020,0.185092,0.184961,0.184567,0.183908,0.182978,0.181771,0.180277,0.178485,0.176379,0.173938,0.171134,0.167933,0.164287,0.160130,0.155368,0.149861,0.143384,0.135540,0.125501,0.110919,0.056429
130080,0.185048,0.184917,0.184523,0.183863,0.182934,0.181727,0.180234,0.178443,0.176338,0.173898,0.171095,0.167896,0.164251,0.160095,0.155335,0.149830,0.143355,0.135513,0.125478,0.110901,0.056422
130140,0.185003,0.184872,0.184478,0.183819,0.182890,0.181684,0.180192,0.178401,0.176297,0.173858,0.171056,0.167858,0.164214,0.160060,0.155302,0.149799,0.143327,0.135487,0.125455,0.110882,0.056416
130200,0.184959,0.184828,0.184434,0.183775,0.182846,0.181641,0.180149,0.178360,0.176256,0.173817,0.171017,0.167820,0.164178,0.160026,0.155269,0.149768,0.143298,0.135461,0.125432,0.110864,0.056410
130260,0.184914,0.184783,0.184390,0.183731,0.182803,0.181598,0.180107,0.178318,0.176215,0.173777,0.170979,0.167783,0.164142,0.159991,0.155236,0.149737,0.143269,0.135435,0.125409,0.110846,0.056404
130320,0.184869,0.184739,0.184345,0.183687,0.182759,0.181554,0.180064,0.178276,0.176174,0.173737,0.170940,0.167745,0.164106,0.159956,0.155203,0.149706,0.143241,0.135409,0.125387,0.110827,0.056397
130380,0.184825,0.184694,0.184301,0.183643,0.182715,0.181511,0.180022,0.178234,0.176133,0.173698,0.170901,0.167707,0.164069,0.159922,0.155170,0.149675,0.143212,0.135383,0.125364,0.110809,0.056391
130440,0.184781,0.184650,0.184257,0.183599,0.182672,0.181468,0.179979,0.178192,0.176092,0.173658,0.170862,0.167670,0.164033,0.159887,0.155137,0.149644,0.143183,0.135357,0.125341,0.110791,0.056385
130500,0.184736,0.184606,0.184213,0.183555,0.182628,0.181425,0.179937,0.178151,0.176051,0.173618,0.170823,0.167632,0.163997,0.159852,0.155104,0.149613,0.143155,0.135331,0.125319,0.110772,0.056379
130560,0.184692,0.184561,0.184169,0.183512,0.182585,0.181382,0.179894,0.178109,0.176011,0.173578,0.170784,0.167595,0.163961,0.159818,0.155072,0.149583,0.143126,0.135306,0.125296,0.110754,0.056372
130620,0.184648,0.184517,0.184125,0.183468,0.182542,0.181339,0.179852,0.178068,0.175970,0.173538,0.170746,0.167557,0.163925,0.159783,0.155039,0.149552,0.143098,0.135280,0.125273,0.110736,0.056366
130680,0.184603,0.184473,0.184081,0.183424,0.182498,0.181297,0.179810,0.178026,0.175929,0.173498,0.170707,0.167520,0.163889,0.159749,0.155006,0.149521,0.143069,0.135254,0.125251,0.110718,0.056360
130740,0.184559,0.184429,0.184037,0.183380,0.182455,0.181254,0.179768,0.177985,0.175888,0.173459,0.170669,0.167482,0.163853,0.159714,0.154973,0.149490,0.143041,0.135228,0.125228,0.110699,0.056354
130800,0.184515,0.184385,0.183993,0.183337,0.182412,0.181211,0.179725,0.177943,0.175848,0.173419,0.170630,0.167445,0.163817,0.159680,0.154941,0.149460,0.143012,0.135202,0.125205,0.110681,0.056347
130860,0.184471,0.184341,0.183949,0.183293,0.182368,0.181168,0.179683,0.177902,0.175807,0.173379,0.170591,0.167408,0.163781,0.159646,0.154908,0.149429,0.142984,0.135176,0.125183,0.110663,0.056341
130920,0.184427,0.184297,0.183905,0.183249,0.182325,0.181125,0.179641,0.177860,0.175767,0.173340,0.170553,0.167370,0.163745,0.159611,0.154876,0.149398,0.142955,0.135151,0.125160,0.110645,0.056335
130980,0.184383,0.184253,0.183861,0.183206,0.182282,0.181083,0.179599,0.177819,0.175726,0.173300,0.170514,0.167333,0.163709,0.159577,0.154843,0.149368,0.142927,0.135125,0.125138,0.110627,0.056329
131040,0.184339,0.184209,0.183818,0.183162,0.182239,0.181040,0.179557,0.177778,0.175686,0.173261,0.170476,0.167296,0.163673,0.159543,0.154810,0.149337,0.142899,0.135099,0.125115,0.110609,0.056323
131100,0.184295,0.184165,0.183774,0.183119,0.182196,0.180998,0.179515,0.177736,0.175645,0.173221,0.170438,0.167259,0.163638,0.159508,0.154778,0.149307,0.142870,0.135073,0.125093,0.110590,0.056317
131160,0.184251,0.184121,0.183730,0.183076,0.182153,0.180955,0.179473,0.177695,0.175605,0.173182,0.170399,0.167222,0.163602,0.159474,0.154745,0.149276,0.142842,0.135048,0.125070,0.110572,0.056311
131220,0.184207,0.184077,0.183687,0.183032,0.182110,0.180913,0.179431,0.177654,0.175564,0.173142,0.170361,0.167185,0.163566,0.159440,0.154713,0.149245,0.142814,0.135022,0.125048,0.110554,0.056304
131280,0.184164,0.184034,0.183643,0.182989,0.182067,0.180870,0.179389,0.177613,0.175524,0.173103,0.170323,0.167148,0.163530,0.159406,0.154681,0.149215,0.142786,0.134996,0.125025,0.110536,0.056298
131340,0.184120,0.183990,0.183599,0.182946,0.182024,0.180828,0.179348,0.177572,0.175484,0.173064,0.170284,0.167111,0.163495,0.159372,0.154648,0.149185,0.142757,0.134971,0.125003,0.110518,0.056292
131400,0.184076,0.183946,0.183556,0.182902,0.181981,0.180785,0.179306,0.177531,0.175444,0.173024,0.170246,0.167074,0.163459,0.159338,0.154616,0.149154,0.142729,0.134945,0.124981,0.110500,0.056286
131460,0.184032,0.183903,0.183513,0.182859,0.181938,0.180743,0.179264,0.177490,0.175403,0.172985,0.170208,0.167037,0.163424,0.159304,0.154583,0.149124,0.142701,0.134920,0.124958,0.110482,0.056280
131520,0.183989,0.183859,0.183469,0.182816,0.181896,0.180701,0.179222,0.177449,0.175363,0.172946,0.170170,0.167000,0.163388,0.159270,0.154551,0.149093,0.142673,0.134894,0.124936,0.110464,0.056274
131580,0.183945,0.183816,0.183426,0.182773,0.181853,0.180659,0.179181,0.177408,0.175323,0.172907,0.170132,0.166963,0.163352,0.159236,0.154519,0.149063,0.142645,0.134869,0.124914,0.110446,0.056268
131640,0.183902,0.183772,0.183382,0.182730,0.181810,0.180616,0.179139,0.177367,0.175283,0.172868,0.170094,0.166926,0.163317,0.159202,0.154487,0.149033,0.142617,0.134843,0.124891,0.110428,0.056262
131700,0.183858,0.183729,0.183339,0.182687,0.181768,0.180574,0.179098,0.177326,0.175243,0.172829,0.170056,0.166889,0.163282,0.159168,0.154454,0.149003,0.142589,0.134818,0.124869,0.110410,0.056256
131760,0.183815,0.183685,0.183296,0.182644,0.181725,0.180532,0.179056,0.177285,0.175203,0.172789,0.170018,0.166852,0.163246,0.159134,0.154422,0.148972,0.142561,0.134792,0.124847,0.110392,0.056250
131820,0.183771,0.183642,0.183253,0.182601,0.181682,0.180490,0.179015,0.177244,0.175163,0.172750,0.169980,0.166816,0.163211,0.159100,0.154390,0.148942,0.142533,0.134767,0.124824,0.110374,0.056244
131880,0.183728,0.183599,0.183210,0.182558,0.181640,0.180448,0.178973,0.177204,0.175123,0.172711,0.169942,0.166779,0.163175,0.159066,0.154358,0.148912,0.142505,0.134742,0.124802,0.110356,0.056238
131940,0.183685,0.183555,0.183166,0.182515,0.181597,0.180406,0.178932,0.177163,0.175083,0.172673,0.169904,0.166742,0.163140,0.159032,0.154326,0.148882,0.142477,0.134716,0.124780,0.110338,0.056232
132000,0.183641,0.183512,0.183123,0.182473,0.181555,0.180364,0.178890,0.177122,0.175043,0.172634,0.169866,0.166706,0.163105,0.158999,0.154294,0.148852,0.142449,0.134691,0.124758,0.110320,0.056226
132060,0.183598,0.183469,0.183080,0.182430,0.181513,0.180322,0.178849,0.177082,0.175004,0.172595,0.169828,0.166669,0.163070,0.158965,0.154262,0.148821,0.142421,0.134666,0.124736,0.110303,0.056220
132120,0.183555,0.183426,0.183037,0.182387,0.181470,0.180280,0.178808,0.177041,0.174964,0.172556,0.169791,0.166632,0.163034,0.158931,0.154230,0.148791,0.142393,0.134640,0.124714,0.110285,0.056214
132180,0.183512,0.183383,0.182994,0.182344,0.181428,0.180238,0.178767,0.177000,0.174924,0.172517,0.169753,0.166596,0.162999,0.158897,0.154198,0.148761,0.142365,0.134615,0.124691,0.110267,0.056208
132240,0.183469,0.183340,0.182952,0.182302,0.181386,0.180197,0.178725,0.176960,0.174884,0.172478,0.169715,0.166559,0.162964,0.158864,0.154166,0.148731,0.142337,0.134590,0.124669,0.110249,0.056202
132300,0.183426,0.183297,0.182909,0.182259,0.181343,0.180155,0.178684,0.176919,0.174845,0.172440,0.169678,0.166523,0.162929,0.158830,0.154134,0.148701,0.142310,0.134564,0.124647,0.110231,0.056196
132360,0.183383,0.183254,0.182866,0.182217,0.181301,0.180113,0.178643,0.176879,0.174805,0.172401,0.169640,0.166487,0.162894,0.158797,0.154102,0.148671,0.142282,0.134539,0.124625,0.110213,0.056190
132420,0.183340,0.183211,0.182823,0.182174,0.181259,0.180071,0.178602,0.176839,0.174766,0.172362,0.169602,0.166450,0.162859,0.158763,0.154070,0.148641,0.142254,0.134514,0.124603,0.110196,0.056184
132480,0.183297,0.183168,0.182780,0.182132,0.181217,0.180030,0.178561,0.176798,0.174726,0.172324,0.169565,0.166414,0.162824,0.158730,0.154038,0.148612,0.142226,0.134489,0.124581,0.110178,0.056178
132540,0.183254,0.183125,0.182738,0.182089,0.181175,0.179988,0.178520,0.176758,0.174687,0.172285,0.169527,0.166377,0.162789,0.158696,0.154007,0.148582,0.142199,0.134464,0.124559,0.110160,0.056172
132600,0.183211,0.183082,0.182695,0.182047,0.181133,0.179947,0.178479,0.176718,0.174647,0.172247,0.169490,0.166341,0.162754,0.158663,0.153975,0.148552,0.142171,0.134439,0.124537,0.110142,0.056166
132660,0.183168,0.183040,0.182652,0.182004,0.181091,0.179905,0.178438,0.176677,0.174608,0.172208,0.169452,0.166305,0.162719,0.158629,0.153943,0.148522,0.142143,0.134414,0.124515,0.110125,0.056160
132720,0.183125,0.182997,0.182610,0.181962,0.181049,0.179864,0.178397,0.176637,0.174568,0.172170,0.169415,0.166269,0.162684,0.158596,0.153912,0.148492,0.142116,0.134389,0.124493,0.110107,0.056154
132780,0.183083,0.182954,0.182567,0.181920,0.181007,0.179822,0.178356,0.176597,0.174529,0.172131,0.169378,0.166233,0.162649,0.158563,0.153880,0.148462,0.142088,0.134363,0.124471,0.110089,0.056148
132840,0.183040,0.182911,0.182525,0.181878,0.180965,0.179781,0.178315,0.176557,0.174490,0.172093,0.169340,0.166196,0.162614,0.158529,0.153848,0.148433,0.142060,0.134338,0.124449,0.110072,0.056143
132900,0.182997,0.182869,0.182482,0.181835,0.180923,0.179740,0.178275,0.176517,0.174450,0.172055,0.169303,0.166160,0.162580,0.158496,0.153817,0.148403,0.142033,0.134313,0.124427,0.110054,0.056137
132960,0.182955,0.182826,0.182440,0.181793,0.180882,0.179698,0.178234,0.176477,0.174411,0.172016,0.169266,0.166124,0.162545,0.158463,0.153785,0.148373,0.142005,0.134288,0.124406,0.110036,0.056131
133020,0.182912,0.182784,0.182398,0.181751,0.180840,0.179657,0.178193,0.176437,0.174372,0.171978,0.169228,0.166088,0.162510,0.158429,0.153753,0.148344,0.141978,0.134264,0.124384,0.110019,0.056125
133080,0.182870,0.182741,0.182355,0.181709,0.180798,0.179616,0.178153,0.176397,0.174333,0.171940,0.169191,0.166052,0.162475,0.158396,0.153722,0.148314,0.141950,0.134239,0.124362,0.110001,0.056119
133140,0.182827,0.182699,0.182313,0.181667,0.180757,0.179575,0.178112,0.176357,0.174294,0.171901,0.169154,0.166016,0.162441,0.158363,0.153690,0.148284,0.141923,0.134214,0.124340,0.109983,0.056113
133200,0.182785,0.182657,0.182271,0.181625,0.180715,0.179533,0.178071,0.176317,0.174254,0.171863,0.169117,0.165980,0.162406,0.158330,0.153659,0.148255,0.141896,0.134189,0.124318,0.109966,0.056108
133260,0.182742,0.182614,0.182229,0.181583,0.180673,0.179492,0.178031,0.176277,0.174215,0.171825,0.169080,0.165944,0.162372,0.158297,0.153628,0.148225,0.141868,0.134164,0.124296,0.109948,0.056102
133320,0.182700,0.182572,0.182187,0.181541,0.180632,0.179451,0.177990,0.176237,0.174176,0.171787,0.169043,0.165908,0.162337,0.158264,0.153596,0.148196,0.141841,0.134139,0.124275,0.109931,0.056096
133380,0.182658,0.182530,0.182144,0.181500,0.180590,0.179410,0.177950,0.176198,0.174137,0.171749,0.169006,0.165873,0.162303,0.158231,0.153565,0.148166,0.141814,0.134114,0.124253,0.109913,0.056090
133440,0.182615,0.182487,0.182102,0.181458,0.180549,0.179369,0.177910,0.176158,0.174099,0.171711,0.168969,0.165837,0.162268,0.158198,0.153533,0.148137,0.141786,0.134089,0.124231,0.109896,0.056084
133500,0.182573,0.182445,0.182060,0.181416,0.180507,0.179328,0.177869,0.176118,0.174060,0.171673,0.168932,0.165801,0.162234,0.158165,0.153502,0.148107,0.141759,0.134065,0.124210,0.109878,0.056079
133560,0.182531,0.182403,0.182018,0.181374,0.180466,0.179287,0.177829,0.176079,0.174021,0.171635,0.168895,0.165765,0.162199,0.158132,0.153471,0.148078,0.141732,0.134040,0.124188,0.109861,0.056073
133620,0.182489,0.182361,0.181976,0.181333,0.180425,0.179246,0.177789,0.176039,0.173982,0.171597,0.168858,0.165730,0.162165,0.158099,0.153440,0.148049,0.141704,0.134015,0.124166,0.109843,0.056067
133680,0.182447,0.182319,0.181934,0.181291,0.180383,0.179206,0.177748,0.175999,0.173943,0.171559,0.168821,0.165694,0.162130,0.158066,0.153408,0.148019,0.141677,0.133990,0.124145,0.109826,0.056061
133740,0.182405,0.182277,0.181893,0.181249,0.180342,0.179165,0.177708,0.175960,0.173904,0.171521,0.168784,0.165658,0.162096,0.158033,0.153377,0.147990,0.141650,0.133966,0.124123,0.109808,0.056056
133800,0.182363,0.182235,0.181851,0.181208,0.180301,0.179124,0.177668,0.175920,0.173866,0.171484,0.168748,0.165623,0.162062,0.158000,0.153346,0.147961,0.141623,0.133941,0.124101,0.109791,0.056050
133860,0.182321,0.182193,0.181809,0.181166,0.180260,0.179083,0.177628,0.175881,0.173827,0.171446,0.168711,0.165587,0.162028,0.157967,0.153315,0.147931,0.141596,0.133916,0.124080,0.109773,0.056044
133920,0.182279,0.182151,0.181767,0.181125,0.180219,0.179043,0.177588,0.175841,0.173788,0.171408,0.168674,0.165552,0.161993,0.157935,0.153284,0.147902,0.141569,0.133892,0.124058,0.109756,0.056038
133980,0.182237,0.182109,0.181726,0.181083,0.180178,0.179002,0.177548,0.175802,0.173750,0.171370,0.168638,0.165516,0.161959,0.157902,0.153253,0.147873,0.141541,0.133867,0.124037,0.109739,0.056033
134040,0.182195,0.182067,0.181684,0.181042,0.180137,0.178961,0.177508,0.175763,0.173711,0.171333,0.168601,0.165481,0.161925,0.157869,0.153222,0.147844,0.141514,0.133843,0.124015,0.109721,0.056027
134100,0.182153,0.182026,0.181642,0.181000,0.180096,0.178921,0.177468,0.175723,0.173673,0.171295,0.168564,0.165445,0.161891,0.157837,0.153190,0.147814,0.141487,0.133818,0.123994,0.109704,0.056021
134160,0.182111,0.181984,0.181601,0.180959,0.180055,0.178880,0.177428,0.175684,0.173634,0.171258,0.168528,0.165410,0.161857,0.157804,0.153159,0.147785,0.141460,0.133794,0.123972,0.109687,0.056016
134220,0.182070,0.181942,0.181559,0.180918,0.180014,0.178840,0.177388,0.175645,0.173596,0.171220,0.168491,0.165374,0.161823,0.157771,0.153129,0.147756,0.141433,0.133769,0.123951,0.109669,0.056010
